date,year,month,city,rent_per_sqm,rent_month_est
2022-02-28,2022,2,深圳,91.16,4558.0
2022-03-31,2022,3,深圳,91.21,4560.0
2022-04-30,2022,4,深圳,91.61,4580.0
2022-05-31,2022,5,深圳,91.31,4566.0
2022-06-30,2022,6,深圳,92.0,4600.0
2022-07-31,2022,7,深圳,92.2,4610.0
2022-08-31,2022,8,深圳,91.55,4578.0
2022-09-30,2022,9,深圳,91.34,4567.0
2022-10-31,2022,10,深圳,91.58,4579.0
2022-11-30,2022,11,深圳,91.38,4569.0
2022-12-31,2022,12,深圳,91.22,4561.0
2023-01-31,2023,1,深圳,91.19,4560.0
2023-02-28,2023,2,深圳,91.15,4558.0
2023-03-31,2023,3,深圳,91.5,4575.0
2023-04-30,2023,4,深圳,91.72,4586.0
2023-05-31,2023,5,深圳,91.78,4589.0
2023-06-30,2023,6,深圳,92.01,4600.0
2023-07-31,2023,7,深圳,93.13,4656.0
2023-08-31,2023,8,深圳,92.94,4647.0
2023-09-30,2023,9,深圳,92.62,4631.0
2023-10-31,2023,10,深圳,92.51,4626.0
2023-11-30,2023,11,深圳,92.12,4606.0
2023-12-31,2023,12,深圳,91.4,4570.0
2024-01-31,2024,1,深圳,91.04,4552.0
2024-02-29,2024,2,深圳,90.97,4548.0
2024-03-31,2024,3,深圳,90.74,4537.0
2024-04-30,2024,4,深圳,90.83,4542.0
2024-06-30,2024,6,深圳,91.1,4555.0
2024-07-31,2024,7,深圳,91.32,4566.0
2024-08-31,2024,8,深圳,91.51,4576.0
2024-09-30,2024,9,深圳,91.82,4591.0
2024-10-31,2024,10,深圳,92.26,4613.0
2024-11-30,2024,11,深圳,92.38,4619.0
2024-12-31,2024,12,深圳,92.26,4613.0
2025-01-31,2025,1,深圳,91.89,4594.0
2025-02-28,2025,2,深圳,91.65,4582.0
2025-03-31,2025,3,深圳,91.21,4560.0
2025-04-30,2025,4,深圳,90.84,4542.0
2025-05-31,2025,5,深圳,90.51,4526.0
2025-06-30,2025,6,深圳,90.32,4516.0
2025-07-31,2025,7,深圳,90.2,4510.0
2025-08-31,2025,8,深圳,90.03,4502.0
2025-09-30,2025,9,深圳,90.02,4501.0
2018-11-30,2018,11,苏州,40.13,2007.0
2018-12-31,2018,12,苏州,39.68,1984.0
2019-01-31,2019,1,苏州,39.32,1966.0
2019-02-28,2019,2,苏州,38.93,1946.0
2019-03-31,2019,3,苏州,38.3,1915.0
2019-04-30,2019,4,苏州,38.19,1910.0
2019-05-31,2019,5,苏州,38.14,1907.0
2019-06-30,2019,6,苏州,37.85,1892.0
2019-07-31,2019,7,苏州,37.57,1878.0
2019-08-31,2019,8,苏州,36.83,1842.0
2019-09-30,2019,9,苏州,37.03,1852.0
2019-10-31,2019,10,苏州,37.59,1880.0
2019-11-30,2019,11,苏州,37.85,1892.0
2019-12-31,2019,12,苏州,38.7,1935.0
2020-01-31,2020,1,苏州,38.63,1932.0
2020-02-29,2020,2,苏州,38.75,1938.0
2020-03-31,2020,3,苏州,38.57,1928.0
2020-04-30,2020,4,苏州,38.55,1927.0
2020-05-31,2020,5,苏州,38.23,1911.0
2020-06-30,2020,6,苏州,38.05,1902.0
2020-07-31,2020,7,苏州,37.85,1892.0
2020-08-31,2020,8,苏州,38.88,1944.0
2020-09-30,2020,9,苏州,38.81,1940.0
2020-10-31,2020,10,苏州,38.69,1934.0
2020-11-30,2020,11,苏州,38.07,1904.0
2020-12-31,2020,12,苏州,37.85,1892.0
2021-01-31,2021,1,苏州,37.75,1888.0
2021-02-28,2021,2,苏州,38.0,1900.0
2021-03-31,2021,3,苏州,37.95,1898.0
2021-04-30,2021,4,苏州,37.86,1893.0
2021-05-31,2021,5,苏州,37.99,1900.0
2021-06-30,2021,6,苏州,38.81,1940.0
2021-07-31,2021,7,苏州,39.53,1976.0
2021-08-31,2021,8,苏州,39.36,1968.0
2021-09-30,2021,9,苏州,39.58,1979.0
2021-10-31,2021,10,苏州,39.51,1976.0
2021-11-30,2021,11,苏州,39.56,1978.0
2021-12-31,2021,12,苏州,39.67,1984.0
2022-01-31,2022,1,苏州,39.92,1996.0
2022-02-28,2022,2,苏州,39.83,1992.0
2022-03-31,2022,3,苏州,39.46,1973.0
2022-04-30,2022,4,苏州,39.27,1964.0
2022-05-31,2022,5,苏州,38.68,1934.0
2022-06-30,2022,6,苏州,38.83,1942.0
2022-07-31,2022,7,苏州,39.27,1964.0
2022-08-31,2022,8,苏州,39.45,1973.0
2022-09-30,2022,9,苏州,39.24,1962.0
2022-10-31,2022,10,苏州,39.17,1958.0
2022-11-30,2022,11,苏州,39.0,1950.0
2022-12-31,2022,12,苏州,38.63,1932.0
2023-01-31,2023,1,苏州,38.2,1910.0
2023-02-28,2023,2,苏州,37.7,1885.0
2023-03-31,2023,3,苏州,37.44,1872.0
2023-04-30,2023,4,苏州,37.39,1870.0
2023-05-31,2023,5,苏州,37.53,1876.0
2023-06-30,2023,6,苏州,38.1,1905.0
2023-07-31,2023,7,苏州,37.77,1889.0
2023-08-31,2023,8,苏州,38.53,1926.0
2023-09-30,2023,9,苏州,39.43,1972.0
2023-10-31,2023,10,苏州,39.36,1968.0
2023-11-30,2023,11,苏州,39.08,1954.0
2023-12-31,2023,12,苏州,38.71,1936.0
2024-01-31,2024,1,苏州,38.51,1926.0
2024-02-29,2024,2,苏州,38.42,1921.0
2024-03-31,2024,3,苏州,38.25,1912.0
2024-04-30,2024,4,苏州,37.92,1896.0
2024-05-31,2024,5,苏州,37.72,1886.0
2024-06-30,2024,6,苏州,37.72,1886.0
2024-07-31,2024,7,苏州,37.8,1890.0
2024-08-31,2024,8,苏州,38.01,1900.0
2024-09-30,2024,9,苏州,37.98,1899.0
2024-10-31,2024,10,苏州,38.02,1901.0
2024-11-30,2024,11,苏州,37.89,1894.0
2024-12-31,2024,12,苏州,37.57,1878.0
2025-01-31,2025,1,苏州,37.47,1874.0
2025-02-28,2025,2,苏州,37.5,1875.0
2025-03-31,2025,3,苏州,37.47,1874.0
2025-04-30,2025,4,苏州,37.3,1865.0
2025-05-31,2025,5,苏州,37.22,1861.0
2025-06-30,2025,6,苏州,37.22,1861.0
2025-07-31,2025,7,苏州,37.29,1864.0
2025-08-31,2025,8,苏州,37.39,1870.0
2025-09-30,2025,9,苏州,37.38,1869.0
2018-11-30,2018,11,西安,27.61,1380.0
2018-12-31,2018,12,西安,27.66,1383.0
2019-01-31,2019,1,西安,27.5,1375.0
2019-02-28,2019,2,西安,28.01,1400.0
2019-03-31,2019,3,西安,28.13,1406.0
2019-04-30,2019,4,西安,27.99,1400.0
2019-05-31,2019,5,西安,28.03,1402.0
2019-06-30,2019,6,西安,28.23,1412.0
2019-07-31,2019,7,西安,28.05,1402.0
2019-08-31,2019,8,西安,27.58,1379.0
2019-09-30,2019,9,西安,27.35,1368.0
2019-10-31,2019,10,西安,27.34,1367.0
2019-11-30,2019,11,西安,27.08,1354.0
2019-12-31,2019,12,西安,26.8,1340.0
2020-01-31,2020,1,西安,26.67,1334.0
2020-02-29,2020,2,西安,26.61,1330.0
2020-03-31,2020,3,西安,26.98,1349.0
2020-04-30,2020,4,西安,27.27,1364.0
2020-05-31,2020,5,西安,27.16,1358.0
2020-06-30,2020,6,西安,26.97,1348.0
2020-07-31,2020,7,西安,27.53,1376.0
2020-08-31,2020,8,西安,28.14,1407.0
2020-09-30,2020,9,西安,28.13,1406.0
2020-10-31,2020,10,西安,28.0,1400.0
2020-11-30,2020,11,西安,27.8,1390.0
2020-12-31,2020,12,西安,27.81,1390.0
2021-01-31,2021,1,西安,27.72,1386.0
2021-02-28,2021,2,西安,27.66,1383.0
2021-03-31,2021,3,西安,27.91,1396.0
2021-04-30,2021,4,西安,28.43,1422.0
2021-05-31,2021,5,西安,28.77,1438.0
2021-06-30,2021,6,西安,29.44,1472.0
2021-07-31,2021,7,西安,29.43,1472.0
2021-08-31,2021,8,西安,29.23,1462.0
2021-09-30,2021,9,西安,30.02,1501.0
2021-10-31,2021,10,西安,29.94,1497.0
2021-11-30,2021,11,西安,29.83,1492.0
2021-12-31,2021,12,西安,29.68,1484.0
2022-01-31,2022,1,西安,29.56,1478.0
2022-02-28,2022,2,西安,29.77,1488.0
2022-03-31,2022,3,西安,29.87,1494.0
2022-04-30,2022,4,西安,29.66,1483.0
2022-05-31,2022,5,西安,29.42,1471.0
2022-06-30,2022,6,西安,29.36,1468.0
2022-07-31,2022,7,西安,29.49,1474.0
2022-08-31,2022,8,西安,29.52,1476.0
2022-09-30,2022,9,西安,29.44,1472.0
2022-10-31,2022,10,西安,29.34,1467.0
2022-11-30,2022,11,西安,29.26,1463.0
2022-12-31,2022,12,西安,29.86,1493.0
2023-01-31,2023,1,西安,30.21,1510.0
2023-02-28,2023,2,西安,30.7,1535.0
2023-03-31,2023,3,西安,32.1,1605.0
2023-04-30,2023,4,西安,31.07,1554.0
2023-05-31,2023,5,西安,30.91,1546.0
2023-06-30,2023,6,西安,31.11,1556.0
2023-07-31,2023,7,西安,31.67,1584.0
2023-08-31,2023,8,西安,31.45,1572.0
2023-09-30,2023,9,西安,31.82,1591.0
2023-10-31,2023,10,西安,31.79,1590.0
2023-11-30,2023,11,西安,31.72,1586.0
2023-12-31,2023,12,西安,31.51,1576.0
2024-01-31,2024,1,西安,31.41,1570.0
2024-02-29,2024,2,西安,31.33,1566.0
2024-03-31,2024,3,西安,31.22,1561.0
2024-04-30,2024,4,西安,31.21,1560.0
2024-05-31,2024,5,西安,31.01,1550.0
2024-06-30,2024,6,西安,30.9,1545.0
2024-07-31,2024,7,西安,30.81,1540.0
2024-08-31,2024,8,西安,30.8,1540.0
2024-09-30,2024,9,西安,30.58,1529.0
2024-10-31,2024,10,西安,29.99,1500.0
2024-11-30,2024,11,西安,29.42,1471.0
2024-12-31,2024,12,西安,29.45,1472.0
2025-01-31,2025,1,西安,29.25,1462.0
2025-02-28,2025,2,西安,28.88,1444.0
2025-03-31,2025,3,西安,28.74,1437.0
2025-04-30,2025,4,西安,28.53,1426.0
2025-05-31,2025,5,西安,28.52,1426.0
2025-06-30,2025,6,西安,28.53,1426.0
2025-07-31,2025,7,西安,28.56,1428.0
2025-08-31,2025,8,西安,28.62,1431.0
2025-09-30,2025,9,西安,28.58,1429.0
2018-11-30,2018,11,郑州,27.76,1388.0
2018-12-31,2018,12,郑州,27.47,1374.0
2019-01-31,2019,1,郑州,27.68,1384.0
2019-02-28,2019,2,郑州,27.79,1390.0
2019-03-31,2019,3,郑州,27.84,1392.0
2019-04-30,2019,4,郑州,27.56,1378.0
2019-05-31,2019,5,郑州,27.76,1388.0
2019-06-30,2019,6,郑州,27.57,1378.0
2019-07-31,2019,7,郑州,27.29,1364.0
2019-08-31,2019,8,郑州,27.03,1352.0
2019-09-30,2019,9,郑州,26.53,1326.0
2019-10-31,2019,10,郑州,26.45,1322.0
2019-11-30,2019,11,郑州,26.19,1310.0
2019-12-31,2019,12,郑州,26.13,1306.0
2020-01-31,2020,1,郑州,26.12,1306.0
2020-02-29,2020,2,郑州,26.11,1306.0
2020-03-31,2020,3,郑州,26.37,1318.0
2020-04-30,2020,4,郑州,26.67,1334.0
2020-05-31,2020,5,郑州,26.31,1316.0
2020-06-30,2020,6,郑州,25.91,1296.0
2020-07-31,2020,7,郑州,25.67,1284.0
2020-08-31,2020,8,郑州,25.46,1273.0
2020-09-30,2020,9,郑州,25.11,1256.0
2020-10-31,2020,10,郑州,25.27,1264.0
2020-11-30,2020,11,郑州,25.11,1256.0
2020-12-31,2020,12,郑州,24.9,1245.0
2021-01-31,2021,1,郑州,24.51,1226.0
2021-02-28,2021,2,郑州,24.37,1218.0
2021-03-31,2021,3,郑州,24.45,1222.0
2021-04-30,2021,4,郑州,24.38,1219.0
2021-05-31,2021,5,郑州,24.46,1223.0
2021-06-30,2021,6,郑州,25.01,1250.0
2021-07-31,2021,7,郑州,25.0,1250.0
2021-08-31,2021,8,郑州,24.94,1247.0
2021-09-30,2021,9,郑州,25.59,1280.0
2021-10-31,2021,10,郑州,25.6,1280.0
2021-11-30,2021,11,郑州,25.53,1276.0
2021-12-31,2021,12,郑州,25.45,1272.0
2022-01-31,2022,1,郑州,25.56,1278.0
2022-02-28,2022,2,郑州,25.6,1280.0
2022-03-31,2022,3,郑州,25.46,1273.0
2022-04-30,2022,4,郑州,25.31,1266.0
2022-05-31,2022,5,郑州,24.92,1246.0
2022-06-30,2022,6,郑州,24.99,1250.0
2022-07-31,2022,7,郑州,25.07,1254.0
2022-08-31,2022,8,郑州,24.79,1240.0
2022-09-30,2022,9,郑州,24.79,1240.0
2022-10-31,2022,10,郑州,24.75,1238.0
2022-11-30,2022,11,郑州,25.05,1252.0
2022-12-31,2022,12,郑州,25.28,1264.0
2023-01-31,2023,1,郑州,25.43,1272.0
2023-02-28,2023,2,郑州,25.53,1276.0
2023-03-31,2023,3,郑州,25.32,1266.0
2023-04-30,2023,4,郑州,25.06,1253.0
2023-05-31,2023,5,郑州,25.01,1250.0
2023-06-30,2023,6,郑州,25.09,1254.0
2023-07-31,2023,7,郑州,25.31,1266.0
2023-08-31,2023,8,郑州,25.12,1256.0
2023-09-30,2023,9,郑州,24.91,1246.0
2023-10-31,2023,10,郑州,24.9,1245.0
2023-11-30,2023,11,郑州,24.71,1236.0
2023-12-31,2023,12,郑州,24.73,1236.0
2024-01-31,2024,1,郑州,24.73,1236.0
2024-02-29,2024,2,郑州,24.79,1240.0
2024-03-31,2024,3,郑州,24.96,1248.0
2024-04-30,2024,4,郑州,24.67,1234.0
2024-05-31,2024,5,郑州,24.57,1228.0
2024-06-30,2024,6,郑州,24.5,1225.0
2024-07-31,2024,7,郑州,24.7,1235.0
2024-08-31,2024,8,郑州,25.0,1250.0
2024-09-30,2024,9,郑州,25.45,1272.0
2024-10-31,2024,10,郑州,25.76,1288.0
2024-11-30,2024,11,郑州,26.01,1300.0
2024-12-31,2024,12,郑州,26.01,1300.0
2025-01-31,2025,1,郑州,26.0,1300.0
2025-02-28,2025,2,郑州,25.97,1298.0
2025-03-31,2025,3,郑州,25.95,1298.0
2025-04-30,2025,4,郑州,25.75,1288.0
2025-05-31,2025,5,郑州,25.66,1283.0
2025-06-30,2025,6,郑州,25.51,1276.0
2025-07-31,2025,7,郑州,25.76,1288.0
2025-08-31,2025,8,郑州,25.39,1270.0
2025-09-30,2025,9,郑州,25.42,1271.0
2018-11-30,2018,11,重庆,29.7,1485.0
2018-12-31,2018,12,重庆,29.45,1472.0
2019-01-31,2019,1,重庆,29.67,1484.0
2019-02-28,2019,2,重庆,29.76,1488.0
2019-03-31,2019,3,重庆,29.59,1480.0
2019-04-30,2019,4,重庆,30.0,1500.0
2019-05-31,2019,5,重庆,30.31,1516.0
2019-06-30,2019,6,重庆,30.41,1520.0
2019-07-31,2019,7,重庆,30.49,1524.0
2019-08-31,2019,8,重庆,30.44,1522.0
2019-09-30,2019,9,重庆,30.28,1514.0
2019-10-31,2019,10,重庆,30.23,1512.0
2019-11-30,2019,11,重庆,29.95,1498.0
2019-12-31,2019,12,重庆,29.66,1483.0
2020-01-31,2020,1,重庆,29.62,1481.0
2020-02-29,2020,2,重庆,29.8,1490.0
2020-03-31,2020,3,重庆,29.9,1495.0
2020-04-30,2020,4,重庆,29.82,1491.0
2020-05-31,2020,5,重庆,29.25,1462.0
2020-06-30,2020,6,重庆,28.68,1434.0
2020-07-31,2020,7,重庆,28.34,1417.0
2020-08-31,2020,8,重庆,28.29,1414.0
2020-09-30,2020,9,重庆,28.42,1421.0
2020-10-31,2020,10,重庆,28.08,1404.0
2020-11-30,2020,11,重庆,27.9,1395.0
2020-12-31,2020,12,重庆,27.77,1388.0
2021-01-31,2021,1,重庆,27.73,1386.0
2021-02-28,2021,2,重庆,27.76,1388.0
2021-03-31,2021,3,重庆,27.61,1380.0
2021-04-30,2021,4,重庆,27.56,1378.0
2021-05-31,2021,5,重庆,27.7,1385.0
2021-06-30,2021,6,重庆,28.39,1420.0
2021-07-31,2021,7,重庆,28.38,1419.0
2021-08-31,2021,8,重庆,28.21,1410.0
2021-09-30,2021,9,重庆,28.13,1406.0
2021-10-31,2021,10,重庆,28.12,1406.0
2021-11-30,2021,11,重庆,28.11,1406.0
2021-12-31,2021,12,重庆,28.49,1424.0
2022-01-31,2022,1,重庆,28.76,1438.0
2022-02-28,2022,2,重庆,28.83,1442.0
2022-03-31,2022,3,重庆,28.67,1434.0
2022-04-30,2022,4,重庆,28.4,1420.0
2022-05-31,2022,5,重庆,28.03,1402.0
2022-06-30,2022,6,重庆,27.96,1398.0
2022-07-31,2022,7,重庆,28.1,1405.0
2022-08-31,2022,8,重庆,28.1,1405.0
2022-09-30,2022,9,重庆,28.09,1404.0
2022-10-31,2022,10,重庆,27.72,1386.0
2022-11-30,2022,11,重庆,27.46,1373.0
2022-12-31,2022,12,重庆,27.42,1371.0
2023-01-31,2023,1,重庆,27.42,1371.0
2023-02-28,2023,2,重庆,27.37,1368.0
2023-03-31,2023,3,重庆,27.14,1357.0
2023-04-30,2023,4,重庆,27.03,1352.0
2023-05-31,2023,5,重庆,27.03,1352.0
2023-06-30,2023,6,重庆,27.05,1352.0
2023-07-31,2023,7,重庆,27.08,1354.0
2023-08-31,2023,8,重庆,26.94,1347.0
2023-09-30,2023,9,重庆,26.87,1344.0
2023-10-31,2023,10,重庆,26.87,1344.0
2023-11-30,2023,11,重庆,26.81,1340.0
2023-12-31,2023,12,重庆,26.73,1336.0
2024-01-31,2024,1,重庆,26.73,1336.0
2024-02-29,2024,2,重庆,26.77,1338.0
2024-03-31,2024,3,重庆,26.68,1334.0
2024-04-30,2024,4,重庆,26.56,1328.0
2024-05-31,2024,5,重庆,26.62,1331.0
2024-06-30,2024,6,重庆,26.65,1332.0
2024-07-31,2024,7,重庆,26.75,1338.0
2024-08-31,2024,8,重庆,26.9,1345.0
2024-09-30,2024,9,重庆,27.4,1370.0
2024-10-31,2024,10,重庆,27.7,1385.0
2024-11-30,2024,11,重庆,27.95,1398.0
2024-12-31,2024,12,重庆,27.99,1400.0
2025-01-31,2025,1,重庆,27.96,1398.0
2025-02-28,2025,2,重庆,27.91,1396.0
2025-03-31,2025,3,重庆,27.78,1389.0
2025-04-30,2025,4,重庆,27.77,1388.0
2025-05-31,2025,5,重庆,27.89,1394.0
2025-06-30,2025,6,重庆,27.95,1398.0
2025-07-31,2025,7,重庆,30.41,1520.0
2025-08-31,2025,8,重庆,28.0,1400.0
2025-09-30,2025,9,重庆,28.22,1411.0
2018-11-30,2018,11,长沙,31.18,1559.0
2018-12-31,2018,12,长沙,31.86,1593.0
2019-01-31,2019,1,长沙,30.87,1544.0
2019-02-28,2019,2,长沙,31.03,1552.0
2019-03-31,2019,3,长沙,30.7,1535.0
2019-04-30,2019,4,长沙,30.26,1513.0
2019-05-31,2019,5,长沙,29.98,1499.0
2019-06-30,2019,6,长沙,29.98,1499.0
2019-07-31,2019,7,长沙,30.82,1541.0
2019-08-31,2019,8,长沙,30.94,1547.0
2019-09-30,2019,9,长沙,31.02,1551.0
2019-10-31,2019,10,长沙,30.85,1542.0
2019-11-30,2019,11,长沙,30.78,1539.0
2019-12-31,2019,12,长沙,32.75,1638.0
2020-01-31,2020,1,长沙,34.49,1724.0
2020-02-29,2020,2,长沙,34.75,1738.0
2020-03-31,2020,3,长沙,35.09,1755.0
2020-04-30,2020,4,长沙,35.42,1771.0
2020-05-31,2020,5,长沙,35.42,1771.0
2020-06-30,2020,6,长沙,34.94,1747.0
2020-07-31,2020,7,长沙,34.92,1746.0
2020-08-31,2020,8,长沙,34.92,1746.0
2020-09-30,2020,9,长沙,35.2,1760.0
2020-10-31,2020,10,长沙,36.39,1820.0
2020-11-30,2020,11,长沙,34.45,1723.0
2020-12-31,2020,12,长沙,29.9,1495.0
2021-01-31,2021,1,长沙,29.53,1476.0
2021-02-28,2021,2,长沙,31.76,1588.0
2021-03-31,2021,3,长沙,28.96,1448.0
2021-04-30,2021,4,长沙,27.84,1392.0
2021-05-31,2021,5,长沙,28.14,1407.0
2021-06-30,2021,6,长沙,29.63,1482.0
2021-07-31,2021,7,长沙,29.75,1488.0
2021-08-31,2021,8,长沙,29.56,1478.0
2021-09-30,2021,9,长沙,29.67,1484.0
2021-10-31,2021,10,长沙,29.68,1484.0
2021-11-30,2021,11,长沙,29.7,1485.0
2021-12-31,2021,12,长沙,30.06,1503.0
2022-01-31,2022,1,长沙,30.39,1520.0
2022-02-28,2022,2,长沙,30.46,1523.0
2022-03-31,2022,3,长沙,30.54,1527.0
2022-04-30,2022,4,长沙,30.69,1534.0
2022-05-31,2022,5,长沙,30.7,1535.0
2022-06-30,2022,6,长沙,30.64,1532.0
2022-07-31,2022,7,长沙,31.02,1551.0
2022-08-31,2022,8,长沙,31.31,1566.0
2022-09-30,2022,9,长沙,31.47,1574.0
2022-10-31,2022,10,长沙,31.57,1578.0
2022-11-30,2022,11,长沙,31.66,1583.0
2022-12-31,2022,12,长沙,31.62,1581.0
2023-01-31,2023,1,长沙,31.14,1557.0
2023-02-28,2023,2,长沙,30.98,1549.0
2023-03-31,2023,3,长沙,30.86,1543.0
2023-04-30,2023,4,长沙,30.76,1538.0
2023-05-31,2023,5,长沙,30.62,1531.0
2023-06-30,2023,6,长沙,30.73,1536.0
2023-07-31,2023,7,长沙,30.99,1550.0
2023-08-31,2023,8,长沙,31.07,1554.0
2023-09-30,2023,9,长沙,30.97,1548.0
2023-10-31,2023,10,长沙,31.12,1556.0
2023-11-30,2023,11,长沙,31.05,1552.0
2023-12-31,2023,12,长沙,30.99,1550.0
2024-01-31,2024,1,长沙,30.92,1546.0
2024-02-29,2024,2,长沙,30.91,1546.0
2024-03-31,2024,3,长沙,31.03,1552.0
2024-04-30,2024,4,长沙,30.98,1549.0
2024-05-31,2024,5,长沙,30.73,1536.0
2024-06-30,2024,6,长沙,30.65,1532.0
2024-07-31,2024,7,长沙,30.62,1531.0
2024-08-31,2024,8,长沙,30.68,1534.0
2024-09-30,2024,9,长沙,30.72,1536.0
2024-10-31,2024,10,长沙,30.67,1534.0
2024-11-30,2024,11,长沙,30.66,1533.0
2024-12-31,2024,12,长沙,30.65,1532.0
2025-01-31,2025,1,长沙,30.63,1532.0
2025-02-28,2025,2,长沙,30.63,1532.0
2025-03-31,2025,3,长沙,30.61,1530.0
2025-04-30,2025,4,长沙,30.6,1530.0
2025-05-31,2025,5,长沙,30.59,1530.0
2025-06-30,2025,6,长沙,30.56,1528.0
2025-07-31,2025,7,长沙,30.55,1528.0
2025-08-31,2025,8,长沙,30.55,1528.0
2025-09-30,2025,9,长沙,30.55,1528.0
2018-11-30,2018,11,青岛,31.39,1570.0
2018-12-31,2018,12,青岛,31.09,1554.0
2019-01-31,2019,1,青岛,31.16,1558.0
2019-02-28,2019,2,青岛,31.28,1564.0
2019-03-31,2019,3,青岛,30.75,1538.0
2019-04-30,2019,4,青岛,30.35,1518.0
2019-05-31,2019,5,青岛,30.03,1502.0
2019-06-30,2019,6,青岛,30.21,1510.0
2019-07-31,2019,7,青岛,30.65,1532.0
2019-08-31,2019,8,青岛,30.74,1537.0
2019-09-30,2019,9,青岛,30.95,1548.0
2019-10-31,2019,10,青岛,31.24,1562.0
2019-11-30,2019,11,青岛,30.88,1544.0
2019-12-31,2019,12,青岛,30.32,1516.0
2020-01-31,2020,1,青岛,29.9,1495.0
2020-02-29,2020,2,青岛,30.06,1503.0
2020-03-31,2020,3,青岛,30.29,1514.0
2020-04-30,2020,4,青岛,30.71,1536.0
2020-05-31,2020,5,青岛,29.98,1499.0
2020-06-30,2020,6,青岛,29.52,1476.0
2020-07-31,2020,7,青岛,29.27,1464.0
2020-08-31,2020,8,青岛,28.81,1440.0
2020-09-30,2020,9,青岛,28.74,1437.0
2020-10-31,2020,10,青岛,28.24,1412.0
2020-11-30,2020,11,青岛,28.07,1404.0
2020-12-31,2020,12,青岛,28.13,1406.0
2021-01-31,2021,1,青岛,27.92,1396.0
2021-02-28,2021,2,青岛,27.8,1390.0
2021-03-31,2021,3,青岛,27.27,1364.0
2021-04-30,2021,4,青岛,27.03,1352.0
2021-05-31,2021,5,青岛,27.05,1352.0
2021-06-30,2021,6,青岛,27.73,1386.0
2021-07-31,2021,7,青岛,28.07,1404.0
2021-08-31,2021,8,青岛,27.74,1387.0
2021-09-30,2021,9,青岛,27.62,1381.0
2021-10-31,2021,10,青岛,27.49,1374.0
2021-11-30,2021,11,青岛,27.35,1368.0
2021-12-31,2021,12,青岛,27.24,1362.0
2022-01-31,2022,1,青岛,26.87,1344.0
2022-02-28,2022,2,青岛,26.91,1346.0
2022-03-31,2022,3,青岛,26.85,1342.0
2022-04-30,2022,4,青岛,26.77,1338.0
2022-05-31,2022,5,青岛,26.5,1325.0
2022-06-30,2022,6,青岛,26.49,1324.0
2022-07-31,2022,7,青岛,26.62,1331.0
2022-08-31,2022,8,青岛,26.85,1342.0
2022-09-30,2022,9,青岛,27.13,1356.0
2022-10-31,2022,10,青岛,27.25,1362.0
2022-11-30,2022,11,青岛,27.16,1358.0
2022-12-31,2022,12,青岛,27.22,1361.0
2023-01-31,2023,1,青岛,27.22,1361.0
2023-02-28,2023,2,青岛,27.17,1358.0
2023-03-31,2023,3,青岛,27.21,1360.0
2023-04-30,2023,4,青岛,27.32,1366.0
2023-05-31,2023,5,青岛,27.8,1390.0
2023-06-30,2023,6,青岛,27.93,1396.0
2023-07-31,2023,7,青岛,27.92,1396.0
2023-08-31,2023,8,青岛,28.54,1427.0
2023-09-30,2023,9,青岛,28.32,1416.0
2023-10-31,2023,10,青岛,28.13,1406.0
2023-11-30,2023,11,青岛,27.92,1396.0
2023-12-31,2023,12,青岛,27.82,1391.0
2024-01-31,2024,1,青岛,27.66,1383.0
2024-02-29,2024,2,青岛,27.65,1382.0
2024-03-31,2024,3,青岛,27.72,1386.0
2024-04-30,2024,4,青岛,27.7,1385.0
2024-05-31,2024,5,青岛,27.3,1365.0
2024-06-30,2024,6,青岛,27.15,1358.0
2024-07-31,2024,7,青岛,27.18,1359.0
2024-08-31,2024,8,青岛,27.19,1360.0
2024-09-30,2024,9,青岛,27.16,1358.0
2024-10-31,2024,10,青岛,26.79,1340.0
2024-11-30,2024,11,青岛,26.4,1320.0
2024-12-31,2024,12,青岛,26.27,1314.0
2025-01-31,2025,1,青岛,26.04,1302.0
2025-02-28,2025,2,青岛,25.83,1292.0
2025-03-31,2025,3,青岛,25.69,1284.0
2025-04-30,2025,4,青岛,25.77,1288.0
2025-05-31,2025,5,青岛,25.48,1274.0
2025-06-30,2025,6,青岛,25.4,1270.0
2025-07-31,2025,7,青岛,25.38,1269.0
2025-08-31,2025,8,青岛,25.36,1268.0
2025-09-30,2025,9,青岛,25.38,1269.0
